"essay","model","score"
"26407_1","DATASET_4_nn_2",0.588852
"26407_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.624341
"26407_1","DATASET_3_nn_2",0.590812
"26407_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.633582
"26407_1","DATASET_3_rf_1",0.484668
"26407_1","DATASET_3_nn_1",0.58569
"26407_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.654421
"26407_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.66402
"26407_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.638074
"26407_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.615914
"26407_1","DATASET_1_nn_1",0.574031
"26407_1","DATASET_2_nn_1",0.579827
"26407_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.624736
"26407_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.603226
"26407_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.662353
"26407_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.58803
"26407_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.622404
"26407_1","DATASET_2_nn_2",0.595452
"26407_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.630811
"26407_1","HUMAN",0.676822
"26407_1","ENSEMBLE",0.681626
"27182_1","DATASET_2_nn_1",0.794238
"27182_1","DATASET_3_nn_1",0.804474
"27182_1","DATASET_1_nn_2",0.765137
"27182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.855928
"27182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.850286
"27182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.861902
"27182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.860933
"27182_1","DATASET_4_nn_1",0.795557
"27182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.849588
"27182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.854457
"27182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.85512
"27182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.854958
"27182_1","DATASET_4_nn_2",0.790702
"27182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.857872
"27182_1","DATASET_8_nn_3",0.756746
"27182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.851414
"27182_1","DATASET_2_nn_2",0.792822
"27182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.859827
"27182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.859319
"27182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.8561
"27182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.860297
"27182_1","DATASET_3_rf_1",0.828157
"27182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.856432
"27182_1","DATASET_5_nn_1",0.794547
"27182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.856436
"27182_1","DATASET_1_nn_1",0.763797
"27182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.85787
"27182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.853364
"27182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.864456
"27182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.861565
"27182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.853827
"27182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.849109
"27182_1","DATASET_3_nn_2",0.789432
"27182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.854488
"27182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.842585
"27182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.856742
"27182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.867324
"27182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.85048
"27182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.844222
"27182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.849105
"27182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.843331
"27182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.842672
"27182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.857528
"27182_1","HUMAN",0.84889
"27182_1","ENSEMBLE",0.860618
"27195_1","DATASET_2_nn_2",0.85875
"27195_1","DATASET_2_nn_1",0.88354
"27195_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.940774
"27195_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.938809
"27195_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.937906
"27195_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.933351
"27195_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.934808
"27195_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.936103
"27195_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.932705
"27195_1","DATASET_4_nn_2",0.862181
"27195_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.935324
"27195_1","DATASET_1_nn_2",0.857084
"27195_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.933567
"27195_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.939907
"27195_1","DATASET_4_nn_1",0.881478
"27195_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.932707
"27195_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.933631
"27195_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.937727
"27195_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.936578
"27195_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.939947
"27195_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.932363
"27195_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.933822
"27195_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.938946
"27195_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.936309
"27195_1","DATASET_8_nn_3",0.862222
"27195_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.933673
"27195_1","DATASET_3_nn_1",0.881909
"27195_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.933651
"27195_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.936267
"27195_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.93561
"27195_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.935734
"27195_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.9346
"27195_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.93639
"27195_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.932363
"27195_1","DATASET_1_nn_1",0.877588
"27195_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.933975
"27195_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.936207
"27195_1","DATASET_5_nn_1",0.885275
"27195_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.934788
"27195_1","DATASET_3_nn_2",0.858101
"27195_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.932528
"27195_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.933969
"27195_1","DATASET_3_rf_1",0.866634
"27195_1","HUMAN",0.908551
"27195_1","ENSEMBLE",0.939695
"27210_1","DATASET_1_xgb_est_300_depth_4",0.790369
"27210_1","DATASET_2_nn_1",0
"27210_1","DATASET_1_xgb_est_400_depth_4",0.785281
"27210_1","DATASET_3_xgb_est_200_depth_10",0.820108
"27210_1","DATASET_3_xgb_est_300_depth_6",0.823069
"27210_1","DATASET_3_xgb_est_100_depth_3",0.823069
"27210_1","DATASET_1_xgb_est_200_depth_3",0.791797
"27210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.781651
"27210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.817662
"27210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.811927
"27210_1","DATASET_3_xgb_est_200_depth_5",0.830065
"27210_1","DATASET_1_nn_2",0
"27210_1","DATASET_1_xgb_est_200_depth_8",0.781651
"27210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.827808
"27210_1","DATASET_3_xgb_est_100_depth_10",0.826554
"27210_1","DATASET_1_xgb_est_300_depth_5",0.790156
"27210_1","DATASET_1_xgb_est_300_depth_10",0.791797
"27210_1","DATASET_2_xgb_est_200_depth_6",0.810342
"27210_1","DATASET_2_xgb_est_200_depth_3",0.807037
"27210_1","DATASET_3_xgb_est_300_depth_4",0.82511
"27210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.825766
"27210_1","DATASET_2_xgb_est_200_depth_4",0.8056
"27210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.810342
"27210_1","DATASET_1_xgb_est_400_depth_3",0.800125
"27210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.834814
"27210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.802111
"27210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.826554
"27210_1","DATASET_2_xgb_est_400_depth_4",0.811927
"27210_1","DATASET_2_xgb_est_300_depth_10",0.811927
"27210_1","DATASET_2_nn_2",0
"27210_1","DATASET_3_xgb_est_300_depth_3",0.820286
"27210_1","DATASET_2_xgb_est_400_depth_8",0.802111
"27210_1","DATASET_2_xgb_est_300_depth_3",0.798648
"27210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.779802
"27210_1","DATASET_2_xgb_est_100_depth_8",0.810036
"27210_1","DATASET_3_rf_1",0.397369
"27210_1","DATASET_8_nn_3",0
"27210_1","DATASET_1_xgb_est_200_depth_5",0.778492
"27210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.816782
"27210_1","DATASET_3_nn_2",0
"27210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.820464
"27210_1","DATASET_5_nn_1",0.158966
"27210_1","DATASET_1_xgb_est_400_depth_5",0.79366
"27210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.800869
"27210_1","DATASET_2_xgb_est_200_depth_10",0.807037
"27210_1","DATASET_2_xgb_est_400_depth_3",0.808454
"27210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.821075
"27210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.778146
"27210_1","DATASET_3_xgb_est_100_depth_4",0.818295
"27210_1","DATASET_2_xgb_est_300_depth_5",0.811927
"27210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.793843
"27210_1","DATASET_1_xgb_est_100_depth_3",0.817415
"27210_1","DATASET_3_xgb_est_200_depth_4",0.815427
"27210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.815427
"27210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.816782
"27210_1","DATASET_2_xgb_est_400_depth_5",0.80043
"27210_1","DATASET_3_xgb_est_300_depth_5",0.811927
"27210_1","DATASET_1_xgb_est_100_depth_5",0.780112
"27210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.810342
"27210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.830065
"27210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.795646
"27210_1","DATASET_1_xgb_est_100_depth_6",0.775141
"27210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.826554
"27210_1","DATASET_1_xgb_est_100_depth_10",0.783469
"27210_1","DATASET_1_xgb_est_200_depth_10",0.785047
"27210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.819608
"27210_1","DATASET_2_xgb_est_400_depth_10",0.807037
"27210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.815427
"27210_1","DATASET_1_xgb_est_400_depth_6",0.776236
"27210_1","DATASET_1_xgb_est_400_depth_8",0.790156
"27210_1","DATASET_2_xgb_est_200_depth_5",0.807037
"27210_1","DATASET_2_xgb_est_100_depth_6",0.815427
"27210_1","DATASET_3_xgb_est_200_depth_8",0.818295
"27210_1","DATASET_2_xgb_est_100_depth_5",0.8056
"27210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.810532
"27210_1","DATASET_4_nn_1",0.147684
"27210_1","DATASET_1_xgb_est_200_depth_4",0.793484
"27210_1","DATASET_1_nn_1",0
"27210_1","DATASET_2_xgb_est_300_depth_4",0.8056
"27210_1","DATASET_1_xgb_est_200_depth_6",0.778146
"27210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.810532
"27210_1","DATASET_2_xgb_est_400_depth_6",0.810342
"27210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.821075
"27210_1","DATASET_4_nn_2",0.060287
"27210_1","DATASET_1_xgb_est_100_depth_8",0.783469
"27210_1","DATASET_1_xgb_est_400_depth_10",0.796944
"27210_1","DATASET_2_xgb_est_100_depth_4",0.814052
"27210_1","DATASET_3_nn_1",0
"27210_1","DATASET_1_xgb_est_300_depth_6",0.779802
"27210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.775141
"27210_1","DATASET_3_xgb_est_100_depth_8",0.827808
"27210_1","DATASET_3_xgb_est_200_depth_6",0.826384
"27210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.823069
"27210_1","DATASET_2_xgb_est_300_depth_8",0.811927
"27210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.826384
"27210_1","DATASET_2_xgb_est_200_depth_8",0.807037
"27210_1","DATASET_1_xgb_est_100_depth_4",0.785047
"27210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.809719
"27210_1","DATASET_3_xgb_est_200_depth_3",0.828815
"27210_1","DATASET_3_xgb_est_100_depth_6",0.829898
"27210_1","DATASET_1_xgb_est_300_depth_3",0.783469
"27210_1","DATASET_2_xgb_est_300_depth_6",0.810342
"27210_1","DATASET_3_xgb_est_100_depth_5",0.826554
"27210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.826554
"27210_1","DATASET_1_xgb_est_300_depth_8",0.785054
"27210_1","DATASET_2_xgb_est_100_depth_10",0.814839
"27210_1","DATASET_2_xgb_est_100_depth_3",0.817599
"27210_1","HUMAN",0.863588
"27210_1","ENSEMBLE",0.839487
"29125_1","DATASET_4_nn_1",0.582985
"29125_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.625248
"29125_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.628779
"29125_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.574889
"29125_1","DATASET_3_rf_1",0.47199
"29125_1","DATASET_8_nn_3",0.537712
"29125_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.634691
"29125_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.584111
"29125_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.65187
"29125_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.565212
"29125_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.597764
"29125_1","DATASET_5_nn_1",0.599825
"29125_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.608933
"29125_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.641649
"29125_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.603287
"29125_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.565212
"29125_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.653323
"29125_1","DATASET_3_nn_1",0.550492
"29125_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.614638
"29125_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.641649
"29125_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.60793
"29125_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.6192
"29125_1","DATASET_1_nn_2",0.557861
"29125_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.628779
"29125_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.6093
"29125_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.620774
"29125_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.612148
"29125_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.621708
"29125_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.623253
"29125_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.605096
"29125_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.602639
"29125_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.584284
"29125_1","DATASET_2_nn_1",0.555426
"29125_1","DATASET_3_nn_2",0.535522
"29125_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.630771
"29125_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.647407
"29125_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.648607
"29125_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.66677
"29125_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.611755
"29125_1","DATASET_1_nn_1",0.575089
"29125_1","DATASET_4_nn_2",0.580258
"29125_1","DATASET_2_nn_2",0.557772
"29125_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.647266
"29125_1","HUMAN",0.6001
"29125_1","ENSEMBLE",0.63132
"29134_1","DATASET_3_rf_1",0.826603
"29134_1","DATASET_3_xgb_est_200_depth_6",0.899856
"29134_1","DATASET_3_xgb_est_200_depth_4",0.888413
"29134_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.882884
"29134_1","DATASET_2_xgb_est_400_depth_10",0.89514
"29134_1","DATASET_1_xgb_est_300_depth_3",0.879387
"29134_1","DATASET_3_xgb_est_100_depth_5",0.893117
"29134_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.89467
"29134_1","DATASET_3_xgb_est_100_depth_6",0.899293
